"constituency","Median_Age","Party","election","Classification","Total_Rural_Population","Total_Urban_Population","Total_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked","Long_Term_Unemployed","Full_Time_Students_Employed","Full_Time_Students_Unemployed","Full_Time_Students_Inactive","overall_weather_std","lib_share","lab_share","oth_share","con_share","mean_environmental_mentions","Total_Students_Count"
"taunton deane",43," Green Party","2017","Urban with Significant Rural",31744,78443,110187,7718,18184,10987,8365,5412,12410,8036,1687,790,1169,144,1263,2.85017451148855,0.277,0.154,0.041,0.529,3.9,2576
"taunton deane",43," Liberal Democrats","2017","Urban with Significant Rural",31744,78443,110187,7718,18184,10987,8365,5412,12410,8036,1687,790,1169,144,1263,2.85017451148855,0.277,0.154,0.041,0.529,3.9,2576
"south leicestershire",42," Conservative Party","2015","Urban with Significant Rural",46019,54576,100595,8304,16873,11011,7568,5581,9527,8423,1160,702,1084,183,967,14.305133050777,NA,NA,NA,NA,0.666666666666667,2234
"south leicestershire",42," UK Independence Party","2015","Urban with Significant Rural",46019,54576,100595,8304,16873,11011,7568,5581,9527,8423,1160,702,1084,183,967,14.305133050777,NA,NA,NA,NA,0.666666666666667,2234
"the wrekin",40," Conservative Party","2010","Urban with Significant Rural",24854,66050,90904,6549,14252,8897,5421,5138,10031,7816,1918,917,1174,190,2185,14.9272702141398,0.174,0.271,0.077,0.477,2.91666666666667,3549
"the wrekin",40," Labour Party","2010","Urban with Significant Rural",24854,66050,90904,6549,14252,8897,5421,5138,10031,7816,1918,917,1174,190,2185,14.9272702141398,0.174,0.271,0.077,0.477,2.91666666666667,3549
"the wrekin",40," Conservative Party","2015","Urban with Significant Rural",24854,66050,90904,6549,14252,8897,5421,5138,10031,7816,1918,917,1174,190,2185,14.9272702141398,NA,NA,NA,NA,2.91666666666667,3549
"the wrekin",40," UK Independence Party","2015","Urban with Significant Rural",24854,66050,90904,6549,14252,8897,5421,5138,10031,7816,1918,917,1174,190,2185,14.9272702141398,NA,NA,NA,NA,2.91666666666667,3549
"the wrekin",40," Liberal Democrats","2015","Urban with Significant Rural",24854,66050,90904,6549,14252,8897,5421,5138,10031,7816,1918,917,1174,190,2185,14.9272702141398,NA,NA,NA,NA,2.91666666666667,3549
"the wrekin",40," Labour Party","2015","Urban with Significant Rural",24854,66050,90904,6549,14252,8897,5421,5138,10031,7816,1918,917,1174,190,2185,14.9272702141398,NA,NA,NA,NA,2.91666666666667,3549
"the wrekin",40," Green Party","2017","Urban with Significant Rural",24854,66050,90904,6549,14252,8897,5421,5138,10031,7816,1918,917,1174,190,2185,14.9272702141398,0.027,0.361,0.057,0.554,2.91666666666667,3549
"the wrekin",40," UK Independence Party","2017","Urban with Significant Rural",24854,66050,90904,6549,14252,8897,5421,5138,10031,7816,1918,917,1174,190,2185,14.9272702141398,0.027,0.361,0.057,0.554,2.91666666666667,3549
"south northamptonshire",41," UK Independence Party","2010","Predominantly Rural",63954,44608,108562,11471,20685,11686,8759,4943,8721,6602,902,681,1048,131,809,16.213548907499,0.21,0.173,0.064,0.552,0.75,1988
"south northamptonshire",41," Conservative Party","2010","Predominantly Rural",63954,44608,108562,11471,20685,11686,8759,4943,8721,6602,902,681,1048,131,809,16.213548907499,0.21,0.173,0.064,0.552,0.75,1988
"south northamptonshire",41," Liberal Democrats","2010","Predominantly Rural",63954,44608,108562,11471,20685,11686,8759,4943,8721,6602,902,681,1048,131,809,16.213548907499,0.21,0.173,0.064,0.552,0.75,1988
"south northamptonshire",41," Labour Party","2010","Predominantly Rural",63954,44608,108562,11471,20685,11686,8759,4943,8721,6602,902,681,1048,131,809,16.213548907499,0.21,0.173,0.064,0.552,0.75,1988
"south northamptonshire",41," Labour Party","2017","Predominantly Rural",63954,44608,108562,11471,20685,11686,8759,4943,8721,6602,902,681,1048,131,809,16.213548907499,0.056,0.273,0.046,0.625,0.75,1988
"south northamptonshire",41," Liberal Democrats","2017","Predominantly Rural",63954,44608,108562,11471,20685,11686,8759,4943,8721,6602,902,681,1048,131,809,16.213548907499,0.056,0.273,0.046,0.625,0.75,1988
"tooting",32," Conservative Party","2010","Predominantly Urban",0,106890,106890,15510,24821,8705,7334,3173,6512,4576,3924,1284,2012,564,3834,4.45981251218765,0.148,0.435,0.031,0.385,3.5,6410
"tooting",32," Labour Party","2010","Predominantly Urban",0,106890,106890,15510,24821,8705,7334,3173,6512,4576,3924,1284,2012,564,3834,4.45981251218765,0.148,0.435,0.031,0.385,3.5,6410
"tooting",32," UK Independence Party","2010","Predominantly Urban",0,106890,106890,15510,24821,8705,7334,3173,6512,4576,3924,1284,2012,564,3834,4.45981251218765,0.148,0.435,0.031,0.385,3.5,6410
"tooting",32," Green Party","2015","Predominantly Urban",0,106890,106890,15510,24821,8705,7334,3173,6512,4576,3924,1284,2012,564,3834,4.45981251218765,0.039,0.472,0.07,0.419,3.5,6410
"tooting",32," UK Independence Party","2015","Predominantly Urban",0,106890,106890,15510,24821,8705,7334,3173,6512,4576,3924,1284,2012,564,3834,4.45981251218765,0.039,0.472,0.07,0.419,3.5,6410
"tooting",32," Conservative Party","2017","Predominantly Urban",0,106890,106890,15510,24821,8705,7334,3173,6512,4576,3924,1284,2012,564,3834,4.45981251218765,0.053,0.596,0.02,0.331,3.5,6410
"south suffolk",45," UK Independence Party","2010","Predominantly Rural",64771,26981,91752,7025,15095,8581,8391,4832,9572,6949,1084,807,711,71,683,19.6367464460397,0.308,0.143,0.071,0.477,1.5,1465
"south suffolk",45," Labour Party","2010","Predominantly Rural",64771,26981,91752,7025,15095,8581,8391,4832,9572,6949,1084,807,711,71,683,19.6367464460397,0.308,0.143,0.071,0.477,1.5,1465
"south suffolk",45," Liberal Democrats","2017","Predominantly Rural",64771,26981,91752,7025,15095,8581,8391,4832,9572,6949,1084,807,711,71,683,19.6367464460397,0.058,0.278,0.058,0.605,1.5,1465
"south suffolk",45," UK Independence Party","2017","Predominantly Rural",64771,26981,91752,7025,15095,8581,8391,4832,9572,6949,1084,807,711,71,683,19.6367464460397,0.058,0.278,0.058,0.605,1.5,1465
"south ribble",43," UK Independence Party","2010","Urban with Significant Rural",28796,68575,97371,7541,16714,10883,7475,5429,10101,7312,1516,758,1171,145,956,16.5623071014131,0.141,0.347,0.057,0.455,1.45454545454545,2272
"south ribble",43," Labour Party","2010","Urban with Significant Rural",28796,68575,97371,7541,16714,10883,7475,5429,10101,7312,1516,758,1171,145,956,16.5623071014131,0.141,0.347,0.057,0.455,1.45454545454545,2272
"south ribble",43," Conservative Party","2010","Urban with Significant Rural",28796,68575,97371,7541,16714,10883,7475,5429,10101,7312,1516,758,1171,145,956,16.5623071014131,0.141,0.347,0.057,0.455,1.45454545454545,2272
"south ribble",43," Liberal Democrats","2010","Urban with Significant Rural",28796,68575,97371,7541,16714,10883,7475,5429,10101,7312,1516,758,1171,145,956,16.5623071014131,0.141,0.347,0.057,0.455,1.45454545454545,2272
"south ribble",43," UK Independence Party","2015","Urban with Significant Rural",28796,68575,97371,7541,16714,10883,7475,5429,10101,7312,1516,758,1171,145,956,16.5623071014131,0.044,0.351,0.141,0.464,1.45454545454545,2272
"torbay",45," Conservative Party","2010","Predominantly Urban",0,97132,97132,4493,13750,8547,9507,5482,11950,8861,2057,1309,889,215,806,14.017396001314,0.47,0.066,0.077,0.387,0.75,1910
"torbay",45," Labour Party","2010","Predominantly Urban",0,97132,97132,4493,13750,8547,9507,5482,11950,8861,2057,1309,889,215,806,14.017396001314,0.47,0.066,0.077,0.387,0.75,1910
"torbay",45," Liberal Democrats","2010","Predominantly Urban",0,97132,97132,4493,13750,8547,9507,5482,11950,8861,2057,1309,889,215,806,14.017396001314,0.47,0.066,0.077,0.387,0.75,1910
"south west bedfordshire",40," Labour Party","2010","Predominantly Urban",11026,91005,102031,7605,16803,11382,7262,5563,9995,8224,1672,1227,1049,221,1163,16.1413102743222,0.2,0.196,0.076,0.528,2.14285714285714,2433
"south west bedfordshire",40," Conservative Party","2010","Predominantly Urban",11026,91005,102031,7605,16803,11382,7262,5563,9995,8224,1672,1227,1049,221,1163,16.1413102743222,0.2,0.196,0.076,0.528,2.14285714285714,2433
"south west bedfordshire",40," Labour Party","2015","Predominantly Urban",11026,91005,102031,7605,16803,11382,7262,5563,9995,8224,1672,1227,1049,221,1163,16.1413102743222,NA,NA,NA,NA,2.14285714285714,2433
"south west bedfordshire",40," UK Independence Party","2015","Predominantly Urban",11026,91005,102031,7605,16803,11382,7262,5563,9995,8224,1672,1227,1049,221,1163,16.1413102743222,NA,NA,NA,NA,2.14285714285714,2433
"south west bedfordshire",40," Liberal Democrats","2015","Predominantly Urban",11026,91005,102031,7605,16803,11382,7262,5563,9995,8224,1672,1227,1049,221,1163,16.1413102743222,NA,NA,NA,NA,2.14285714285714,2433
"south west bedfordshire",40," Conservative Party","2015","Predominantly Urban",11026,91005,102031,7605,16803,11382,7262,5563,9995,8224,1672,1227,1049,221,1163,16.1413102743222,NA,NA,NA,NA,2.14285714285714,2433
"south west bedfordshire",40," Green Party","2019","Predominantly Urban",11026,91005,102031,7605,16803,11382,7262,5563,9995,8224,1672,1227,1049,221,1163,16.1413102743222,0.102,0.256,0.038,0.604,2.14285714285714,2433
"south swindon",38," Conservative Party","2010","Predominantly Urban",14685,87134,101819,8276,15665,10517,5631,5774,11824,9570,2252,1347,1231,234,1049,14.3842955384222,0.176,0.343,0.063,0.418,1.25,2514
"south swindon",38," Labour Party","2010","Predominantly Urban",14685,87134,101819,8276,15665,10517,5631,5774,11824,9570,2252,1347,1231,234,1049,14.3842955384222,0.176,0.343,0.063,0.418,1.25,2514
"south swindon",38," UK Independence Party","2010","Predominantly Urban",14685,87134,101819,8276,15665,10517,5631,5774,11824,9570,2252,1347,1231,234,1049,14.3842955384222,0.176,0.343,0.063,0.418,1.25,2514
"south swindon",38," Labour Party","2015","Predominantly Urban",14685,87134,101819,8276,15665,10517,5631,5774,11824,9570,2252,1347,1231,234,1049,14.3842955384222,NA,NA,NA,NA,1.25,2514
"truro and falmouth",43," Conservative Party","2010","Predominantly Rural",37358,51931,89289,6764,14761,7303,8527,4467,9183,6053,1109,711,1677,432,3088,6.02946382660538,0.408,0.096,0.078,0.417,1.7,5197
"truro and falmouth",43," Liberal Democrats","2010","Predominantly Rural",37358,51931,89289,6764,14761,7303,8527,4467,9183,6053,1109,711,1677,432,3088,6.02946382660538,0.408,0.096,0.078,0.417,1.7,5197
"truro and falmouth",43," Liberal Democrats","2017","Predominantly Rural",37358,51931,89289,6764,14761,7303,8527,4467,9183,6053,1109,711,1677,432,3088,6.02946382660538,0.149,0.377,0.031,0.444,1.7,5197
"truro and falmouth",43," Conservative Party","2017","Predominantly Rural",37358,51931,89289,6764,14761,7303,8527,4467,9183,6053,1109,711,1677,432,3088,6.02946382660538,0.149,0.377,0.031,0.444,1.7,5197
"truro and falmouth",43," Labour Party","2017","Predominantly Rural",37358,51931,89289,6764,14761,7303,8527,4467,9183,6053,1109,711,1677,432,3088,6.02946382660538,0.149,0.377,0.031,0.444,1.7,5197
"truro and falmouth",43," Green Party","2019","Predominantly Rural",37358,51931,89289,6764,14761,7303,8527,4467,9183,6053,1109,711,1677,432,3088,6.02946382660538,0.121,0.383,0.036,0.46,1.7,5197
"truro and falmouth",43," Labour Party","2019","Predominantly Rural",37358,51931,89289,6764,14761,7303,8527,4467,9183,6053,1109,711,1677,432,3088,6.02946382660538,0.121,0.383,0.036,0.46,1.7,5197
"south west hertfordshire",41," Conservative Party","2010","Urban with Significant Rural",16188,89121,105309,12869,20581,10275,8498,3740,6969,4898,1344,811,940,128,1353,16.1413102743222,0.279,0.115,0.063,0.542,4.66666666666667,2421
"south west hertfordshire",41," Liberal Democrats","2010","Urban with Significant Rural",16188,89121,105309,12869,20581,10275,8498,3740,6969,4898,1344,811,940,128,1353,16.1413102743222,0.279,0.115,0.063,0.542,4.66666666666667,2421
"south west hertfordshire",41," Labour Party","2010","Urban with Significant Rural",16188,89121,105309,12869,20581,10275,8498,3740,6969,4898,1344,811,940,128,1353,16.1413102743222,0.279,0.115,0.063,0.542,4.66666666666667,2421
"south west hertfordshire",41," Liberal Democrats","2017","Urban with Significant Rural",16188,89121,105309,12869,20581,10275,8498,3740,6969,4898,1344,811,940,128,1353,16.1413102743222,0.117,0.257,0.047,0.579,4.66666666666667,2421
"south west hertfordshire",41," Green Party","2017","Urban with Significant Rural",16188,89121,105309,12869,20581,10275,8498,3740,6969,4898,1344,811,940,128,1353,16.1413102743222,0.117,0.257,0.047,0.579,4.66666666666667,2421
"south west hertfordshire",41," Liberal Democrats","2019","Urban with Significant Rural",16188,89121,105309,12869,20581,10275,8498,3740,6969,4898,1344,811,940,128,1353,16.1413102743222,0.102,0.118,0.284,0.496,4.66666666666667,2421
"south thanet",43," Conservative Party","2010","Predominantly Urban",15876,80724,96600,5202,13609,8212,8047,5005,11149,7905,2673,1540,1134,260,1348,14.9188562969658,0.151,0.314,0.055,0.48,1.11904761904762,2742
"south thanet",43," Labour Party","2010","Predominantly Urban",15876,80724,96600,5202,13609,8212,8047,5005,11149,7905,2673,1540,1134,260,1348,14.9188562969658,0.151,0.314,0.055,0.48,1.11904761904762,2742
"south thanet",43," Liberal Democrats","2010","Predominantly Urban",15876,80724,96600,5202,13609,8212,8047,5005,11149,7905,2673,1540,1134,260,1348,14.9188562969658,0.151,0.314,0.055,0.48,1.11904761904762,2742
"south thanet",43," UK Independence Party","2010","Predominantly Urban",15876,80724,96600,5202,13609,8212,8047,5005,11149,7905,2673,1540,1134,260,1348,14.9188562969658,0.151,0.314,0.055,0.48,1.11904761904762,2742
"south thanet",43," Conservative Party","2015","Predominantly Urban",15876,80724,96600,5202,13609,8212,8047,5005,11149,7905,2673,1540,1134,260,1348,14.9188562969658,NA,NA,NA,NA,1.11904761904762,2742
"south thanet",43," Labour Party","2015","Predominantly Urban",15876,80724,96600,5202,13609,8212,8047,5005,11149,7905,2673,1540,1134,260,1348,14.9188562969658,NA,NA,NA,NA,1.11904761904762,2742
"south thanet",43," UK Independence Party","2017","Predominantly Urban",15876,80724,96600,5202,13609,8212,8047,5005,11149,7905,2673,1540,1134,260,1348,14.9188562969658,0.03,0.379,0.082,0.508,1.11904761904762,2742
"south thanet",43," UK Independence Party","2015","Predominantly Urban",15876,80724,96600,5202,13609,8212,8047,5005,11149,7905,2673,1540,1134,260,1348,14.9188562969658,NA,NA,NA,NA,1.11904761904762,2742
"south thanet",43," Liberal Democrats","2015","Predominantly Urban",15876,80724,96600,5202,13609,8212,8047,5005,11149,7905,2673,1540,1134,260,1348,14.9188562969658,NA,NA,NA,NA,1.11904761904762,2742
"tunbridge wells",40," Liberal Democrats","2010","Urban with Significant Rural",36160,68910,105070,10619,19953,9983,8401,4303,8930,5854,1375,834,1013,120,1259,15.2533464440549,0.253,0.108,0.076,0.562,4.5,2392
"tunbridge wells",40," Conservative Party","2010","Urban with Significant Rural",36160,68910,105070,10619,19953,9983,8401,4303,8930,5854,1375,834,1013,120,1259,15.2533464440549,0.253,0.108,0.076,0.562,4.5,2392
"tunbridge wells",40," Green Party","2010","Urban with Significant Rural",36160,68910,105070,10619,19953,9983,8401,4303,8930,5854,1375,834,1013,120,1259,15.2533464440549,0.253,0.108,0.076,0.562,4.5,2392
"tunbridge wells",40," Labour Party","2010","Urban with Significant Rural",36160,68910,105070,10619,19953,9983,8401,4303,8930,5854,1375,834,1013,120,1259,15.2533464440549,0.253,0.108,0.076,0.562,4.5,2392
"tunbridge wells",40," Liberal Democrats","2019","Urban with Significant Rural",36160,68910,105070,10619,19953,9983,8401,4303,8930,5854,1375,834,1013,120,1259,15.2533464440549,0.283,0.148,0.018,0.551,4.5,2392
"spelthorne",41," Conservative Party","2010","Predominantly Urban",1360,94238,95598,8187,16994,12553,6663,5267,8200,5846,1486,833,931,136,851,17.2295424498309,0.259,0.165,0.106,0.471,4.125,1918
"spelthorne",41," Labour Party","2010","Predominantly Urban",1360,94238,95598,8187,16994,12553,6663,5267,8200,5846,1486,833,931,136,851,17.2295424498309,0.259,0.165,0.106,0.471,4.125,1918
"spelthorne",41," Liberal Democrats","2015","Predominantly Urban",1360,94238,95598,8187,16994,12553,6663,5267,8200,5846,1486,833,931,136,851,17.2295424498309,0.064,0.186,0.253,0.497,4.125,1918
"spelthorne",41," Green Party","2015","Predominantly Urban",1360,94238,95598,8187,16994,12553,6663,5267,8200,5846,1486,833,931,136,851,17.2295424498309,0.064,0.186,0.253,0.497,4.125,1918
"spelthorne",41," UK Independence Party","2015","Predominantly Urban",1360,94238,95598,8187,16994,12553,6663,5267,8200,5846,1486,833,931,136,851,17.2295424498309,0.064,0.186,0.253,0.497,4.125,1918
"spelthorne",41," Conservative Party","2015","Predominantly Urban",1360,94238,95598,8187,16994,12553,6663,5267,8200,5846,1486,833,931,136,851,17.2295424498309,0.064,0.186,0.253,0.497,4.125,1918
"south west devon",45," Labour Party","2010","Urban with Significant Rural",18498,70327,88825,6795,15581,10193,6602,4932,9042,5844,887,511,1017,142,806,15.9111376517946,0.241,0.124,0.075,0.56,0.25,1965
"south west devon",45," Liberal Democrats","2010","Urban with Significant Rural",18498,70327,88825,6795,15581,10193,6602,4932,9042,5844,887,511,1017,142,806,15.9111376517946,0.241,0.124,0.075,0.56,0.25,1965
"south west devon",45," Conservative Party","2010","Urban with Significant Rural",18498,70327,88825,6795,15581,10193,6602,4932,9042,5844,887,511,1017,142,806,15.9111376517946,0.241,0.124,0.075,0.56,0.25,1965
"south west devon",45," UK Independence Party","2010","Urban with Significant Rural",18498,70327,88825,6795,15581,10193,6602,4932,9042,5844,887,511,1017,142,806,15.9111376517946,0.241,0.124,0.075,0.56,0.25,1965
"walsall south",35," Labour Party","2010","Predominantly Urban",284,98187,98471,4272,10342,7490,5295,4751,11840,10042,6387,2180,1247,473,2310,14.2337217207832,0.144,0.397,0.106,0.354,1.75,4030
"walsall south",35," UK Independence Party","2010","Predominantly Urban",284,98187,98471,4272,10342,7490,5295,4751,11840,10042,6387,2180,1247,473,2310,14.2337217207832,0.144,0.397,0.106,0.354,1.75,4030
"walsall south",35," Conservative Party","2010","Predominantly Urban",284,98187,98471,4272,10342,7490,5295,4751,11840,10042,6387,2180,1247,473,2310,14.2337217207832,0.144,0.397,0.106,0.354,1.75,4030
"walsall south",35," Liberal Democrats","2010","Predominantly Urban",284,98187,98471,4272,10342,7490,5295,4751,11840,10042,6387,2180,1247,473,2310,14.2337217207832,0.144,0.397,0.106,0.354,1.75,4030
